-26.91,-80.18,-50.82,-0.5,-0.45,0.52,3,5853
-16.78,-133.33,-66.2,-0.41,-0.58,0.96,3,5957
14.61,-99.6,-50.25,-0.33,-0.51,0.87,3,6062
20.92,-65.44,-40.72,-0.21,-0.71,1.21,3,6166
19.07,23.24,-2.69,-0.15,-0.76,1.07,3,6270
25.77,2.92,-12.74,-0.34,-0.16,0.57,3,6375
61.97,-51.16,-93.57,-0.27,0.06,0.44,3,6479
-48.73,-15.96,-54.47,1.11,-1.32,2,3,6584
-43.06,29.53,22.48,0.16,-0.34,0.88,3,6688
-48.78,-10.08,-17.21,-0.53,0.02,0.58,3,6793
58.7,-25.92,-67.92,-0.28,-0.11,0.81,3,6897
44.24,-47.66,-89.36,0.96,-1.03,1.68,3,7002
-13.29,44.58,37.11,0.07,-0.36,1.17,3,7106
-44.95,93.31,3.9,-0.26,-0.45,1.21,3,7211
15.4,85.92,16.05,0.05,-0.51,1.05,3,7315
10.31,124.81,26.29,-0.18,-0.33,0.69,3,7419
24.66,113.21,26,-0.4,-0.22,0.54,3,7524
-32.58,67.76,13.52,-0.56,-0.22,0.45,3,7628
1.21,41.7,-5.24,-0.7,-0.25,0.39,3,7733
-26.79,19.94,-9.02,-0.92,-0.08,0.2,3,7837
60.83,-26.96,-88.08,-1.09,0.02,0.15,3,7942
44.05,-53.76,-86.38,-0.3,-0.7,0.97,3,8046
-54.23,103.96,67.83,-0.51,-0.46,0.65,3,8151
-45.75,28.69,18.62,-1.18,0.18,0.12,3,8255
56.73,-33.54,-94,-1.23,0.13,-0.11,3,8359
43.68,-40.66,-78.95,-0.2,-0.71,0.98,3,8464
-74.19,51.62,37.31,-0.32,-0.34,0.36,3,8568
-11.83,-93.21,-59.27,-0.79,-0.05,0.19,3,8673
-20.17,-89.82,-80.62,-0.64,-0.32,0.69,3,8777
17.5,-88.53,-68.79,-0.45,-0.6,0.72,3,8882
-13.76,-83.21,-45.47,-0.35,-0.65,0.89,3,8986
10.09,-68.06,-28.67,-0.32,-0.63,1.01,3,9091
2.89,-44.24,-8.71,-0.37,-0.57,1.06,3,9195
26.42,12.63,-39.4,-0.59,-0.07,0.77,3,9299
8.3,-72.92,-120.71,0.13,-0.35,0.87,3,9404
22.68,81.5,50.01,0.55,-0.99,1.28,3,9508
-36.28,16.44,24.43,-0.29,-0.31,0.5,3,9613
-24.24,-15.78,-66.45,-0.8,0.12,0.63,3,9717
23.19,-87.89,-126.11,0.14,-0.44,0.95,3,9822
36.66,95.1,76.32,0.3,-0.89,1.31,3,9926
-39.73,72.64,31.29,-0.34,-0.5,0.91,3,10031
-14.48,40.02,31.42,-0.48,-0.4,0.8,3,10135
4.29,95.27,24.15,-0.35,-0.54,0.96,3,10240
-1.6,97.89,15.32,-0.38,-0.44,0.67,3,10344
-72.64,113.27,31.37,-0.38,-0.31,0.4,3,10448
-7.28,35.43,12.5,-0.56,-0.28,0.41,3,10553
-31.51,52.13,6.99,-0.87,-0.13,0.26,3,10657
17.15,-28.53,-66.7,-1.2,0.17,0.04,3,10762
83.53,-4.78,-111.3,-0.41,-0.59,0.56,3,10866
-74.12,59.44,38.13,-0.43,-0.8,0.7,3,10971
-80.29,33.03,44.24,-1.06,0.04,0.16,3,11075
-27.03,4.91,-4.84,-1.18,0.23,0,3,11180
24.34,-9.1,-71.76,-1.15,0.32,0.06,3,11284
107.86,-34.38,-132.86,-0.12,-1.16,0.75,3,11388
-27.16,-15.5,31.61,-0.38,-0.5,0.23,3,11493
-20.35,-62.55,-33.07,-0.84,0.05,0.24,3,11597
-21.53,-146.14,-88.64,-0.67,-0.14,0.5,3,11702
-40.63,-100.77,-92.7,-0.38,-0.58,0.81,3,11806
16.86,-79.05,-53.31,-0.31,-0.67,0.89,3,11911
3.97,-64.39,-39.89,-0.1,-0.89,1.36,3,12015
33.25,11.7,16.49,-0.24,-0.63,0.95,3,12120
19.04,-1.19,-44.56,-0.56,-0.06,0.79,3,12224
-20.82,-26.72,-129.02,0.02,-0.57,0.73,3,12328
90.71,39.23,134.88,0.67,-1.07,1.21,3,12434
-26.17,26.38,57.68,-0.44,0.18,0.62,3,12538
-2.82,-9.64,-96.97,-0.61,-0.03,0.39,3,12643
-14.52,-98.39,-100.39,0.58,-1.01,1.68,3,12747
-12.13,78.92,30.69,-0.19,-0.58,1.26,3,12852
-39.44,96.47,21.54,-0.4,-0.46,0.79,3,12956
4.23,80.2,14.21,-0.36,-0.48,0.76,3,13061
-11.9,79.9,13.84,-0.38,-0.42,0.72,3,13165
-23.31,96.69,27.82,-0.46,-0.33,0.6,3,13270
-33.29,78.05,27.06,-0.6,-0.32,0.35,3,13374
-36.37,26.32,-3.9,-0.69,-0.25,0.24,3,13478
-15.34,-3.9,-18.69,-1.01,0.01,0.01,3,13583
47.47,-45.57,-91.94,-0.97,0.05,0.08,3,13687
97.9,-10.5,-14.98,0.14,-0.98,1.5,3,13792
-53.83,30.09,48.06,-0.84,-0.13,0.17,3,13896
-8.44,-0.05,-31.07,-1.39,0.32,-0.01,3,14001
19.89,-40.25,-105.98,-0.77,0.03,0.03,3,14105
69.29,-101.05,-2.5,0.02,-0.71,0.98,3,14210
23.83,-56.85,-7.97,-0.51,-0.04,0.3,3,14314
-13.27,-74.31,-60.99,-0.56,-0.15,0.47,3,14418
-31.1,-87.31,-68.18,-0.46,-0.46,0.88,3,14523
-38.98,-60.6,-79.69,-0.32,-0.45,0.87,3,14627
7.47,-85.35,-69.73,-0.24,-0.84,1.02,3,14732
10.62,-48.44,-18.09,-0.11,-0.71,1.12,3,14836
9.2,2.25,-50.87,-0.38,-0.32,1,3,14941
-5.09,-31.69,-123.86,-0.14,-0.23,0.59,3,15045
-16.36,-36.54,-60.56,1.28,-1.23,1.56,3,15150
2.88,67.45,70.08,0.35,-0.44,0.97,3,15254
-27.54,14.72,-17.22,-0.75,0.27,0.59,3,15358
1.53,-50.86,-130.79,-0.13,-0.16,0.46,3,15463
18.21,30.12,21.17,1.11,-1.52,1.81,3,15567
-35.42,84.8,70.85,-0.03,-0.49,1.17,3,15672
-21.2,102.53,70.16,-0.22,-0.49,0.95,3,15776
-3.61,106.31,47.69,-0.38,-0.37,0.67,3,15881
8.72,77.61,20.71,-0.45,-0.36,0.61,3,15985
-8.92,51.65,22.05,-0.4,-0.33,0.45,3,16090
-36.34,37.56,23.85,-0.74,-0.09,0.27,3,16195
30.03,-18.73,-49.13,-1.05,0.15,0.32,3,16300
26.69,2.77,-106.15,-0.8,-0.09,0.34,3,16404
15.73,-24.11,-20.4,0.28,-1.13,1.53,3,16508
-55.21,50.1,54.55,-0.76,-0.1,0.28,3,16613
-14.91,-0.11,-25.11,-1.35,0.27,0.08,3,16717
11.56,-27.89,-108.75,-0.96,0.2,0.04,3,16822
32.49,-61.6,-125.9,0.13,-1.41,1.14,3,16926
-15.65,-3.34,20.21,-0.4,-0.41,0.23,3,17031
-1.39,-63.41,-32.5,-0.6,-0.31,0.49,3,17135
-15.43,-97.03,-50.28,-0.52,-0.35,0.7,3,17240
0.48,-89.49,-87.72,-0.4,-0.49,0.84,3,17344
12.52,-69.52,-89.53,-0.16,-0.65,1.04,3,17448
8.32,-28.19,-50.89,-0.15,-0.82,1.14,3,17553
30.6,-15.51,-34.76,-0.55,-0.13,0.73,3,17657
6.44,-3.04,-126.38,-0.11,-0.36,0.55,3,17762
2.51,-11.24,9.24,0.96,-1.34,1.7,3,17866
-11.11,20.89,45.71,0.18,-0.49,0.78,3,17971
-41.82,3.82,-16.34,-0.61,0.17,0.75,3,18075
9.33,39.24,-149.34,-0.1,-0.13,0.41,3,18180
-23.3,33.4,16.98,1.06,-1.71,1.6,3,18284
-48.6,42.74,63.9,0.03,-0.5,1.05,3,18388
-27.33,31.76,44.4,-0.09,-0.55,0.95,3,18493
22.89,65.12,54.15,-0.3,-0.43,0.78,3,18597
37.11,53.48,44.34,-0.44,-0.51,0.62,3,18702
11.65,56.5,31.02,-0.35,-0.42,0.63,3,18806
-17.21,54.6,29.94,-0.47,-0.27,0.45,3,18911
-22.81,25.89,-6.42,-0.78,-0.14,0.36,3,19015
-2.85,-12.27,-57.5,-1.13,0.19,0.37,3,19120
1.89,-23.27,-87.8,-0.47,-0.5,0.55,3,19224
-48.02,90.22,58.24,-0.2,-0.6,0.78,3,19329
-29.37,45.76,36.89,-1.23,0.22,0.14,3,19433
38.41,-27.68,-89.63,-1.24,0.2,-0.03,3,19537
25.11,-53.19,-122.8,0.06,-1.05,1.07,3,19642
-72.21,44.36,29.41,-0.4,-0.36,0.41,3,19746
4.96,-70.98,-41.11,-0.69,-0.05,0.21,3,19851
-11.85,-125.21,-77.21,-0.5,-0.48,0.68,3,19956
1.91,-101.6,-78.98,-0.27,-0.54,1,3,20061
-6.51,-82.34,-47.24,-0.15,-0.87,1.09,3,20165
12.99,-37.1,-5.66,-0.26,-0.42,1.07,3,20270
15.88,-5.09,-68.92,-0.42,-0.12,1.04,3,20374
68.63,-2.57,-94.27,-0.2,-0.25,0.62,3,20478
-16.02,-41.98,-69.29,1.08,-1.03,1.86,3,20583
-39.71,50.16,33.69,0.19,-0.36,0.75,3,20687
-36.08,-35.13,-15.05,-0.65,0.09,0.7,3,20792
13.79,-23.52,-84.85,-0.19,-0.24,0.59,3,20896
-39.54,57.96,23.5,0.79,-1.24,1.65,3,21001
-61.05,72.98,46.47,-0.1,-0.46,1.06,3,21105
-18.32,49.42,36.69,-0.25,-0.53,0.92,3,21210
20.89,94.27,29.17,-0.31,-0.4,0.76,3,21314
16.08,67.23,15.44,-0.43,-0.36,0.66,3,21419
12.33,48.24,30.4,-0.41,-0.32,0.55,3,21523
-11.19,37.23,30.73,-0.59,-0.09,0.38,3,21627
0.25,5.24,-46.99,-1.12,0.37,0.16,3,21732
6.6,-46.3,-124.19,-0.49,-0.29,0.52,3,21836
-84.15,86.05,43.94,-0.28,-0.72,0.94,3,21941
-42.07,50.97,31.43,-1.07,0.13,0.24,3,22045
-9.85,-8.44,-69.56,-1.33,0.35,0.13,3,22150
16.42,-37.94,-120.82,-0.3,-0.49,0.48,3,22254
-29.58,65.21,43.07,-0.21,-0.64,0.63,3,22359
-5.59,-32.21,-12.8,-0.67,-0.04,0.2,3,22463
-22.59,-94.69,-74.38,-0.71,-0.22,0.58,3,22567
-9.07,-91.95,-86.89,-0.35,-0.53,0.82,3,22672
58.41,-64.78,-65.21,-0.12,-0.52,1,3,22776
-33.08,-49.36,-80.98,-0.2,-0.68,1.13,3,22881
10.85,-55.72,-23.24,-0.43,-0.32,0.93,3,22985
11.01,-1.25,-125.56,-0.37,-0.06,0.83,3,23090
3.36,-35.81,-66.41,0.66,-1.12,1.54,3,23194
-14.88,77.02,30.05,0.4,-0.61,1,3,23299
-5.66,9.73,47.44,-0.49,-0.04,0.5,3,23403
7.93,-20.43,-98.44,-0.54,0.05,0.49,3,23507
6.76,-86.18,-84.07,0.99,-1.11,1.73,3,23612
-35.28,21.34,78.23,-0.01,-0.47,1.14,3,23716
-45.27,82.4,57.92,-0.25,-0.52,1.07,3,23822
10.98,90.79,54.29,-0.27,-0.5,0.79,3,23926
5.25,70.39,44.79,-0.32,-0.29,0.68,3,24031
-1.79,92.24,19.89,-0.4,-0.34,0.61,3,24135
-3.73,57.63,21.77,-0.53,-0.35,0.32,3,24240
-25.53,-6.6,3.08,-0.97,0.19,0.37,3,24343
40.89,8.37,-96.61,-1.14,0.17,0.37,3,24448
43.31,-10.44,-114.53,-0.08,-0.77,0.97,3,24553
-67.08,72.73,47.26,-0.49,-0.49,0.66,3,24657
-16.95,35.27,26.18,-1.15,0.07,0.2,3,24762
46.34,-22.83,-66.19,-1.14,0.17,0.02,3,24866
46.32,-46.18,-97.34,-0.58,-0.17,0.3,3,24971
-23.52,-24.04,-27.18,0.13,-1.02,1.12,3,25075
-21.34,-40.68,24.99,-0.57,-0.25,0.33,3,25180
-23.71,-74.42,-28.4,-0.53,-0.19,0.44,3,25284
6.18,-95.47,-77.42,-0.55,-0.36,0.62,3,25389
-11.76,-95.72,-69.1,-0.45,-0.52,0.92,3,25493
0.54,-65.94,-76.56,-0.27,-0.67,0.94,3,25597
11.69,-55.57,-61.13,-0.24,-0.72,1.04,3,25702
27.66,-27.7,-28.26,-0.04,-0.68,1.2,3,25806
5.53,8.49,-49.94,-0.29,-0.11,0.97,3,25911
-30.52,-37.44,-151.02,0.15,-0.6,0.88,3,26015
22.5,46.66,60.78,0.73,-0.92,1.1,3,26120
-9.89,-3.54,61.89,-0.2,-0.2,0.62,3,26224
-40.08,-1.05,-96.5,-0.55,0.01,0.76,3,26329
12,-123.63,-106.53,0.77,-1.16,1.66,3,26433
33.59,66.56,80.38,0.14,-0.45,1.1,3,26537
-42.84,83.09,24.59,-0.19,-0.52,1.03,3,26642
9.89,64.66,52.18,-0.27,-0.64,0.89,3,26746
-1.61,73.74,64.58,-0.16,-0.43,0.76,3,26851
-4.47,85.52,62.02,-0.45,-0.23,0.49,3,26955
-7.32,36.63,13.31,-0.64,-0.14,0.47,3,27060
18.99,26.56,-12.37,-0.75,-0.1,0.48,3,27164
29.13,4.84,-54.28,-1.02,0.13,0.27,3,27269
45.55,-41.11,-116.5,-0.46,-0.56,0.52,3,27373
-74.77,81.43,44.24,-0.21,-0.58,0.93,3,27478
-44.53,27.54,39.69,-1.09,0.11,0.31,3,27582
18.4,0.47,-64.98,-1.29,0.31,0.2,3,27686
12.98,-71.8,-95.91,-0.23,-0.71,0.7,3,27791
-43.36,62.98,41.14,-0.46,-0.19,0.32,3,27896
-29.16,-71.56,-67.49,-0.68,-0.04,0.28,3,28001
6.85,-112.02,-87.44,-0.46,-0.38,0.83,3,28105
-4.03,-85.45,-87.6,-0.35,-0.53,0.91,3,28210
18.14,-63.26,-89.68,-0.18,-0.58,1.01,3,28314
16.64,-61.23,-80.1,-0.19,-0.63,1.12,3,28419
42.77,-6.95,-34.15,-0.15,-0.57,1.04,3,28523
34.95,-13.23,-63.44,-0.48,-0.02,0.83,3,28627
5.93,-65.89,-117.93,0.4,-0.71,1.12,3,28732
16.37,87.82,33.54,0.73,-0.78,1.16,3,28836
-67.52,41.9,17.6,-0.78,0.17,0.62,3,28941
17.79,-19.62,-95.64,-0.32,-0.17,0.44,3,29045
-12.04,45.81,22.98,0.76,-1.32,1.75,3,29150
-0.44,73.94,81.67,-0.17,-0.53,1.09,3,29254
-31.08,88.82,64.27,-0.2,-0.42,0.88,3,29359
-3.02,83.81,47.89,-0.42,-0.28,0.67,3,29463
-10.31,62.31,10.47,-0.42,-0.25,0.59,3,29568
-17.6,50.25,8.28,-0.42,-0.22,0.53,3,29672
-18.05,41.95,-7.79,-0.76,-0.02,0.34,3,29776
33.75,-20.36,-94.22,-1.25,0.23,0.13,3,29881
77.36,-56.73,-109.11,-0.09,-0.91,0.88,3,29985
-94.02,69.56,73.84,-0.37,-0.56,0.66,3,30090
-43.35,2.87,31.99,-1.22,0.19,0.25,3,30194
38.57,-17.14,-115.61,-1.27,0.24,0.08,3,30299
32.23,-97.02,-105.86,0.24,-1.24,1.28,3,30403
-25.87,32.34,50.63,-0.43,-0.34,0.48,3,30508
-3.64,-47.02,-8.3,-0.69,-0.13,0.31,3,30612
-35.85,-78.93,-67.18,-0.61,-0.19,0.6,3,30716
-0.71,-111.96,-68.87,-0.42,-0.36,0.74,3,30821
-52.5,-90.04,-93.87,-0.34,-0.59,1.14,3,30926
7.25,-40.95,-56.85,-0.28,-0.78,1.12,3,31031
8.44,-23.01,-29.84,-0.39,-0.49,0.95,3,31135
31.88,10.16,-89.16,-0.44,-0.05,0.69,3,31240
5.01,-57.92,-133.45,0.77,-0.94,1.61,3,31344
17.19,38.05,45.54,0.22,-0.65,0.75,3,31449
2.56,-33.95,51.08,-0.45,-0.14,0.65,3,31553
-95.04,-52.52,-102.98,-0.56,-0.02,0.77,3,31657
105.5,-80.3,-73.24,1.02,-0.94,1.52,3,31762
-24.38,53.9,62.03,0.32,-0.64,0.88,3,31866
-45.88,39.02,13.96,-0.2,-0.55,0.92,3,31971
28.72,63.6,45.29,-0.24,-0.66,0.95,3,32075
-0.9,26.63,43.64,-0.26,-0.48,0.83,3,32180
16.14,50.27,24.04,-0.28,-0.36,0.76,3,32284
-10.15,61.36,12.44,-0.51,-0.23,0.68,3,32389
2.83,69.21,-13.79,-0.69,-0.06,0.5,3,32493
12.36,26.22,-62.19,-0.94,0.06,0.36,3,32598
31.2,-14.13,-111.69,-0.24,-0.58,0.61,3,32702
-82.95,97.15,65.19,-0.17,-0.56,0.86,3,32806
-31.84,34.02,14.26,-1.35,0.3,0.22,3,32911
46.15,-24.6,-99.08,-1.22,0.11,0.11,3,33015
85.99,-90.09,-76.07,0.28,-0.91,1.19,3,33120
-21.02,32.82,35.27,-0.53,-0.08,0.41,3,33224
2.81,-27.16,-32.19,-0.71,-0.17,0.41,3,33329
-14.79,-63.02,-49.89,-0.55,-0.25,0.55,3,33433
-13.43,-79.85,-70.42,-0.44,-0.39,0.7,3,33538
31.17,-84.76,-75.61,-0.31,-0.65,0.83,3,33642
40.89,-112.01,-90.27,-0.23,-0.65,1.13,3,33747
14.03,-35.94,-23.82,-0.14,-0.72,1.19,3,33852
14.05,-3.21,-41.56,-0.42,-0.29,0.97,3,33956
-39.89,0.94,-137.01,0.02,-0.29,0.55,3,34061
-21.51,26.27,-1.84,0.9,-1.27,1.45,3,34165
1.88,-2.98,63.72,-0.06,-0.46,0.63,3,34270
-24.74,14.78,-54.02,-0.88,0.22,0.87,3,34374
39.99,33.44,-108.05,-0.07,-0.62,0.75,3,34479
11.9,70.91,41.34,0.66,-1.2,1.07,3,34583
-27.4,42.28,29.85,-0.3,-0.38,0.88,3,34688
0.58,47.87,8.75,-0.33,-0.6,0.97,3,34792
24.27,16.07,31.17,-0.45,-0.64,0.99,3,34896
7.08,45.61,33.05,-0.41,-0.38,0.89,3,35001
1.34,36.69,4.98,-0.33,-0.37,0.67,3,35105
-3.97,64.85,26.95,-0.38,-0.29,0.56,3,35210
-37.79,28.6,5.1,-0.99,0.03,0.5,3,35314
77.62,35.95,-73.53,-1.02,-0.01,0.18,3,35419
106.92,-70.5,-49.16,0.48,-1.24,1.6,3,35523
-18.88,60.27,57.79,-0.6,-0.31,0.5,3,35628
-30.52,41.21,14.89,-1.44,0.29,0.09,3,35732
32.13,-20.9,-106.46,-1.05,0.13,0.03,3,35836
116.93,-66.75,-66.41,0.53,-1.11,1.2,3,35941
-2.51,-42.56,22.48,-0.54,-0.14,0,3,36045
22.95,-126.67,-80.26,-0.67,-0.18,0.42,3,36150
19.35,-108.62,-93.15,-0.41,-0.47,0.93,3,36254
-4.1,-68.57,-72.07,-0.25,-0.64,1.07,3,36359
-0.19,-31.82,-45.47,-0.14,-0.58,1.09,3,36463
-8.43,-32.62,-39.4,-0.12,-0.59,0.93,3,36568
17.89,-36.73,-37.46,-0.22,-0.35,0.82,3,36672
10.08,-25.79,-73.51,-0.11,-0.34,0.88,3,36776
15.45,-28.19,-42.91,0.99,-1.22,1.74,3,36881
28.28,19.2,45.81,0.31,-0.49,0.55,3,36985
-38.79,-0.66,-29.25,-0.74,0.17,0.75,3,37090
-16.16,34.08,-101.48,-0.24,-0.27,0.57,3,37195
83.35,-177.91,-91.26,1.24,-1.25,2,3,37300
-36.2,72.89,60.4,-0.04,-0.25,0.96,3,37404
5.9,22.29,31.12,-0.27,-0.52,0.89,3,37509
27.91,65.76,55.97,-0.24,-0.47,0.83,3,37613
8.22,73.56,50.6,-0.26,-0.35,0.82,3,37718
-34.37,90.25,40.75,-0.43,-0.24,0.62,3,37822
-8.02,45.3,19.18,-0.55,-0.23,0.56,3,37926
-9.68,37.18,5.2,-0.64,-0.2,0.45,3,38031
4.92,9.16,-19.28,-0.75,-0.06,0.4,3,38135
15.09,-18.66,-90.5,-1.02,0.13,0.33,3,38240
48.06,-53.53,-84.85,0.14,-1.07,1.39,3,38344
-39.23,68.45,55.56,-0.57,-0.38,0.59,3,38449
-27.2,25.46,0.6,-1.41,0.22,0.22,3,38553
64.98,-11.73,-100.72,-1.05,0.02,0.2,3,38658
69.98,-66.85,-81.76,0,-0.76,1.28,3,38762
-46.51,24.42,31.98,-0.61,-0.15,0.07,3,38866
-14.5,-113.88,-53.5,-0.72,-0.17,0.31,3,38971
-13.48,-73.37,-63.32,-0.52,-0.22,0.78,3,39075
13.92,-83.81,-56.58,-0.28,-0.57,0.79,3,39180
-8.32,-91.76,-72.48,-0.35,-0.67,1.09,3,39284
-30.34,-41.23,-41.35,-0.33,-0.63,1.12,3,39389
1.07,-18.44,-25.36,-0.56,-0.33,0.96,3,39493
12.47,-19.11,-90.79,-0.4,-0.19,0.64,3,39598
54.96,-85.2,-60.24,0.94,-1.1,1.83,3,39702
-5.2,28,62.34,0.19,-0.38,0.85,3,39806
-43.16,-28.37,-10.15,-0.64,0.19,0.65,3,39911
20.08,-8.05,-79.25,-0.25,-0.13,0.56,3,40015
-18.66,29.48,-17.02,1.07,-1.48,2,3,40120
-29.35,62.91,26.31,-0.09,-0.48,1.04,3,40224
-27.89,43.09,42.14,-0.37,-0.41,0.87,3,40329
6.73,71.23,48.22,-0.39,-0.35,0.84,3,40433
7.51,98.6,29.17,-0.38,-0.3,0.59,3,40538
-5.69,64.86,3.21,-0.54,-0.25,0.49,3,40642
3.63,69.51,9.4,-0.57,-0.28,0.53,3,40747
-3.56,19.46,-20.02,-0.7,-0.25,0.38,3,40851
-6.33,-8.59,-39.68,-0.98,0.01,0.27,3,40955
15.56,-39.98,-99.74,-0.82,-0.04,0.29,3,41060
77.98,-14.01,15.17,0.21,-1.06,1.41,3,41164
-44.43,55.72,48.84,-0.73,-0.12,0.45,3,41269
-4.36,8.05,-32.57,-1.33,0.23,0.2,3,41373
35.54,-35.42,-104.34,-0.94,0.02,0.16,3,41478
81.01,-104.76,-79.85,0.36,-1.21,1.36,3,41582
-16.37,3.73,32.98,-0.53,-0.24,0.38,3,41687
-11.99,-71.69,-26.71,-0.75,-0.09,0.31,3,41792
-13.54,-84.66,-65.92,-0.52,-0.25,0.66,3,41896
-15.64,-106.92,-65.44,-0.43,-0.31,0.72,3,42001
1.92,-101.73,-85.21,-0.19,-0.71,1.18,3,42105
-3.55,-10.27,-42.62,-0.21,-0.65,1.04,3,42210
12.85,-16.16,-52.98,-0.48,-0.33,0.97,3,42314
26.5,-31.46,-109.36,-0.16,-0.2,0.57,3,42419
20.42,53.2,6.54,1.03,-1.25,1.64,3,42523
-4.11,19.01,72.76,0.07,-0.46,0.59,3,42628
-28.49,-5.53,-62.38,-0.79,0.3,0.86,3,42732
6.92,8.41,-106.32,-0.05,-0.5,0.56,3,42836
-37.11,102.74,72.56,0.4,-1.26,1.24,3,42941
-39.25,44.4,51.3,-0.3,-0.44,0.98,3,43045
4.24,44.27,34.98,-0.19,-0.44,0.88,3,43150
7.44,49.56,43.53,-0.31,-0.37,0.84,3,43254
14.33,77.29,21.69,-0.4,-0.35,0.75,3,43359
-7.03,80.82,15.42,-0.5,-0.3,0.54,3,43463
-12.46,40.42,0.23,-0.72,-0.15,0.39,3,43568
4.58,-8.37,-40.78,-0.94,-0.1,0.48,3,43672
28.44,10.87,-81.55,-0.97,0.01,0.28,3,43777
45.85,-78.34,-95.27,0.22,-1.2,1.34,3,43881
-59.43,50.98,59.76,-0.46,-0.42,0.56,3,43985
-41.21,-5.61,10.47,-1.35,0.15,0.34,3,44090
33.01,13.71,-67.65,-1.12,0.11,0.12,3,44194
84.43,-90.74,-83.56,0.17,-1.08,1.21,3,44299
-23.3,8.01,18.83,-0.54,-0.2,0.23,3,44403
0.05,-97.11,-58.63,-0.71,-0.15,0.36,3,44508
-25.2,-79.76,-92.38,-0.47,-0.31,0.76,3,44612
-9.2,-74.56,-97.08,-0.33,-0.47,0.82,3,44717
-3.59,-73.91,-93.93,-0.24,-0.69,1.07,3,44821
-3.85,-72.65,-65.75,-0.12,-0.82,1.24,3,44925
14.56,8.04,-3.61,-0.26,-0.51,0.93,3,45030
23.56,-5.11,-88.98,-0.44,-0.21,0.89,3,45134
-23.97,-65.64,-131.69,0.54,-0.84,1.09,3,45239
34.4,70.04,95.37,0.35,-0.75,0.91,3,45343
